en_text,pl_text,bielik_translation_0.0,bielik_translation_0.1,bielik_translation_0.2,bielik_translation_0.3,bielik_translation_0.4,bielik_translation_0.5,bielik_translation_0.6,bielik_translation_0.7,bielik_translation_0.8,bielik_translation_0.9,bielik_translation_1.0,chrf_bielik_translation_0.0,bleu_bielik_translation_0.0,bertscore_bielik_translation_0.0,comet_bielik_translation_0.0,chrf_bielik_translation_0.1,bleu_bielik_translation_0.1,bertscore_bielik_translation_0.1,comet_bielik_translation_0.1,chrf_bielik_translation_0.2,bleu_bielik_translation_0.2,bertscore_bielik_translation_0.2,comet_bielik_translation_0.2,chrf_bielik_translation_0.3,bleu_bielik_translation_0.3,bertscore_bielik_translation_0.3,comet_bielik_translation_0.3,chrf_bielik_translation_0.4,bleu_bielik_translation_0.4,bertscore_bielik_translation_0.4,comet_bielik_translation_0.4,chrf_bielik_translation_0.5,bleu_bielik_translation_0.5,bertscore_bielik_translation_0.5,comet_bielik_translation_0.5,chrf_bielik_translation_0.6,bleu_bielik_translation_0.6,bertscore_bielik_translation_0.6,comet_bielik_translation_0.6,chrf_bielik_translation_0.7,bleu_bielik_translation_0.7,bertscore_bielik_translation_0.7,comet_bielik_translation_0.7,chrf_bielik_translation_0.8,bleu_bielik_translation_0.8,bertscore_bielik_translation_0.8,comet_bielik_translation_0.8,chrf_bielik_translation_0.9,bleu_bielik_translation_0.9,bertscore_bielik_translation_0.9,comet_bielik_translation_0.9,chrf_bielik_translation_1.0,bleu_bielik_translation_1.0,bertscore_bielik_translation_1.0,comet_bielik_translation_1.0
Fire!,Gorze!,"""Worse!""","""Worse!""","""Worse!""","""Worse!""","""Worse!""","""Worse!""","""Worse!""","""Worse!""","""Worse!""",'Worse!','Worse!',0.13309931256399013,0.0,0.7886736989021301,0.6813400983810425,0.13309931256399013,0.0,0.7886736989021301,0.6813409924507141,0.13309931256399013,0.0,0.7886736989021301,0.6813409924507141,0.13309931256399013,0.0,0.7886736989021301,0.6813408732414246,0.13309931256399013,0.0,0.7886736989021301,0.6813400983810425,0.13309931256399013,0.0,0.7886736989021301,0.6813400983810425,0.13309931256399013,0.0,0.7886736989021301,0.6813400983810425,0.13309931256399013,0.0,0.7886736989021301,0.6813409924507141,0.13309931256399013,0.0,0.7886736989021301,0.6813400983810425,0.13309931256399013,0.0,0.783796489238739,0.6832955479621887,0.13309931256399013,0.0,0.783796489238739,0.683295488357544
"Find me a king who'll kill a god and plough a goddess, and I'm his man.","Posłucham tylko tego króla, który zabije boga i posiądzie boginię.",I will only listen to the king who kills the god and possesses the goddess.,I will only listen to the king who kills the god and possesses the goddess.,I will only listen to the king who kills the god and possesses the goddess.,I will listen only to that king who kills the god and possesses the goddess.,I will listen only to that king who kills the god and possesses the goddess.,I will only listen to the king who kills the god and possesses the goddess.,I will only listen to the king who kills the god and possesses the goddess.,"""I will listen only to that king who kills the god and possesses the goddess.""","""I will only listen to the king who kills the god and possesses the goddess.""",I will only listen to the king who kills the god and possesses the goddess.,I will only obey the king who will kill the god and possess the goddess.,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.32994046888837797,0.0289395234284078,0.8086449503898621,0.6703603863716125,0.32994046888837797,0.0289395234284078,0.8086449503898621,0.6703603863716125,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.32874536768559826,0.0289395234284078,0.7913103103637695,0.6989121437072754,0.32640238581877973,0.0289395234284078,0.7865763902664185,0.6932007670402527,0.3275914341109657,0.0289395234284078,0.8042874336242676,0.6677579283714294,0.34848238407121745,0.03109754171746996,0.8198323845863342,0.6428660750389099
Britt wasn't lying.,A więc Britt nie kłamała.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt was not lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,So Britt wasn't lying.,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.7309988350126776,0.06389431042462725,0.8969525098800659,0.9303346872329712,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272,0.9862065090762249,0.3976353643835253,0.9612241983413696,0.9601779580116272
"You don't believe in the gods, Lugos.","Ty nie wierzysz w bogów, Lugos.","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","You don't believe in gods, Lugos.","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""","""You don't believe in gods, Lugos.""",0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8112310881112967,0.5115078115793242,0.9793055057525635,0.9348099827766418,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.924224317073822,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877,0.8055282494028629,0.1837868600016897,0.9240008592605591,0.9242241382598877
"Where, exactly?",A skąd?,"Where from?

(Note: I removed the punctuation and translated the phrase as a question.)","""Where from?""","""Where from?""","""Where from?""","Where from?

Tłumaczenie: ""Where from?"" jest najbliższym odpowiednikiem polskiego zwrotu ""A skąd?"" w języku angielskim.","Where from?

(Tłumaczenie bez dodatkowych wyjaśnień.)","""Where from?""

**Tłumaczenie:**
- ""A skąd?"" -> ""Where from?""","""And where from?""","Where from?

**Samo tłumaczenie:**
""Where from?""

---

**Uwaga:** W tym przypadku ""where from"" można również przetłumaczyć jako ""from where"", co oznacza to samo co ""Where from?"". Obie formy są poprawne i zrozumiałe w języku angielskim.","Where from?

(Tłumaczyłem dosłownie, bez dodawania dodatkowych wyjaśnień, zgodnie z instrukcją.)","Where from?

### Wyjaśnienie krok po kroku:
1. ""A skąd?"" - To jest oryginalne zdanie w języku polskim.
2. Przekształcenie zdania ""A skąd?"" na rzeczownik, który odpowiada znaczeniu pytania o lokalizację lub początek/źródło.
3. W języku angielskim odpowiednikiem takiego pytania będzie ""Where from?"".
4. Tłumaczenie jest bezpośrednie i dokładne, zgodnie z poleceniem nie zawiera żadnych dodatkowych wyjaśnień.

""Where from?"" to standardowe pytanie używane w języku angielskim do zapytania się kogoś o zasób, początek lub miejsce, w tym przypadku odnosząc się do brakującego elementu w danej sytuacji lub historii.",0.19435802100602484,0.0,0.643839955329895,0.4379905164241791,0.21479098305716016,0.0,0.7877468466758728,0.7071017026901245,0.21479098305716016,0.0,0.7877468466758728,0.7071017026901245,0.21479098305716016,0.0,0.7877468466758728,0.7071017026901245,0.1740834299186702,0.0,0.6000329852104187,0.5580001473426819,0.2256188596173645,0.0,0.6400458216667175,0.5639013648033142,0.20133428315373034,0.0,0.5886092185974121,0.5743988752365112,0.13983281815903964,0.0,0.7710108160972595,0.7532771825790405,0.12706548761789116,0.0,0.557483971118927,0.4884468913078308,0.19887877906558585,0.0,0.5931609272956848,0.5663062334060669,0.06520694995047895,0.0,0.5363566279411316,0.5240100026130676
Gwent - let's play.,Zagrajmy w gwinta.,"""Let's play Gwint.""","""Let's play Gwint.""","""Let's play Gwint.""","""Let's play Gwint.""","""Let's play gwint.""","""Let's play gwint.""","""Let's play Gwint.""","""Let's play gwint.""",Let's play Gwint.,"""Let's play Gwint.""","""Let's play gwint.""",0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.4472005043806169,0.0,0.8141334056854248,0.7870737314224243,0.4472005043806169,0.0,0.8141334056854248,0.7870736718177795,0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.4472005043806169,0.0,0.8141334056854248,0.7870736718177795,0.47537538259902373,0.0,0.8437387347221375,0.7665160298347473,0.46858999884814195,0.0,0.8126857280731201,0.7418862581253052,0.4472005043806169,0.0,0.8141334056854248,0.7870736718177795
Our time amongst the living is but the wink of an eye.,Czas pośród żywych to mgnienie.,Time among the living is a fleeting moment.,Time among the living is a fleeting moment.,"""The time among the living is a moment.""",'Time among the living is a moment.',Time among the living is a fleeting moment.,'Time among the living is a fleeting moment.',Time among the living is a fleeting moment.,Time among the living is a fleeting moment.,"""Time among the living is a fleeting moment.""","""Time among the living is a fleeting moment.""","""The time among the living is a glimpse.""",0.4040665527716352,0.08338026118731375,0.8058971762657166,0.7515245676040649,0.4040665527716352,0.08338026118731375,0.8058971762657166,0.7515245676040649,0.4125192339569746,0.08959792157948086,0.7952101826667786,0.6189736127853394,0.3779951105253195,0.08003089005192225,0.7781082391738892,0.614912748336792,0.4040665527716352,0.08338026118731375,0.8058971762657166,0.7515245676040649,0.40207361169039596,0.08338026118731375,0.7717914581298828,0.7367792725563049,0.4040665527716352,0.08338026118731375,0.8058971762657166,0.7515245676040649,0.4040665527716352,0.08338026118731375,0.8058971762657166,0.7515245676040649,0.40207361169039596,0.08338026118731375,0.7746511101722717,0.7637860178947449,0.40207361169039596,0.08338026118731375,0.7746511101722717,0.7637860178947449,0.4115848899640342,0.08959792157948086,0.7961297035217285,0.6145495176315308
Perhaps we should reexamine what we've learned. We might've missed a clue that would push us forward…,"Może jeśli uporządkujemy informacje, które udało nam się zebrać do tej pory, popchnie nas to dalej...","""Maybe if we organize the information we've managed to collect so far, it will push us forward...""","""Maybe if we organize the information we've managed to collect so far, it will push us forward...""","""Maybe if we organize the information we've managed to collect so far, it will push us forward...""","""Maybe if we organize the information we've managed to gather so far, it will push us further...""","""Maybe if we organize the information we've managed to collect so far, it will push us forward...""","""Maybe if we organize the information we've managed to collect so far, it will push us further...""","""Maybe if we organize the information we've managed to gather so far, it will push us forward...""","""Maybe if we organize the information we've managed to gather so far, it will push us forward...""","""Perhaps if we organize the information we've managed to gather so far, it will push us further.""","""Maybe if we organize the information we've managed to collect so far, it will push us forward...""","""Maybe if we organize the information we've managed to gather so far, it will push us forward...""",0.264038611930186,0.028927969316143217,0.7469829320907593,0.7349385023117065,0.264038611930186,0.028927969316143217,0.7469829320907593,0.7349385023117065,0.264038611930186,0.028927969316143217,0.7469829320907593,0.7349385023117065,0.2070980214559177,0.028927969316143217,0.7385833859443665,0.7243149280548096,0.264038611930186,0.028927969316143217,0.7469829320907593,0.7349385023117065,0.20881854845173706,0.028927969316143217,0.7424511909484863,0.7235888242721558,0.2624095135649153,0.028927969316143217,0.743151843547821,0.7377176880836487,0.2624095135649153,0.028927969316143217,0.743151843547821,0.7377176880836487,0.25359613872673253,0.028927969316143217,0.7588520646095276,0.7373448014259338,0.264038611930186,0.028927969316143217,0.7469829320907593,0.7349385023117065,0.2624095135649153,0.028927969316143217,0.743151843547821,0.7377176880836487
Exactly! I knew it - she made the whole thing up!,"Właśnie! Wiedziałem, że sobie coś wymyśliła!",Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,Exactly! I knew she would come up with something!,"""Exactly! I knew she would come up with something!""",That's it! I knew you would come up with something.,That's right! I knew she would come up with something.,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.4857106791104393,0.10212149527580384,0.8763665556907654,0.7999940514564514,0.48312213538214643,0.044939163285563015,0.8366318941116333,0.8221158385276794,0.2845156052716328,0.04038503063059995,0.7821633815765381,0.701357901096344,0.30831557118151065,0.04469338322542863,0.7913616299629211,0.7600165009498596
"First - I can try to convince whoever put up the Nithing to lift the curse themselves. Second - I can deflect the curse back on whoever cast it by writing their name on the shaft. Either way, need to know who's behind this.","Po pierwsze, mogę namówić osobę, która postawiła nithing, by sama odczyniła urok... Albo odbić przekleństwo, wypisując jej imię na żerdzi. Tak czy inaczej, muszę wiedzieć, kto za tym stoi.","Firstly, I can persuade the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","Firstly, I can persuade the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","Firstly, I can convince the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","Firstly, I can convince the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","First, I can convince the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","Firstly, I can persuade the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stake. Either way, I need to know who is behind this.","Firstly, I can persuade the person who cast the nithing to counteract it themselves... Or I can reflect the curse by writing their name on a stick. Either way, I need to know who is behind this.","Firstly, I can convince the person who cast the nithing to reverse the curse themselves... Or I can counteract the curse by writing their name on a stick. Either way, I need to know who is behind it.","First, I can convince the person who put a curse to reverse it themselves... Or I can rebound the curse by writing their name on a stake. Either way, I need to know who is behind it.","Firstly, I can persuade the person who cast the nithing to counteract it themselves... Or reflect the curse by writing their name on a stake. Either way, I need to know who is responsible.","First, I can persuade the person who cast the javelin to counter-charm themselves... Or reflect the curse by writing their name on a hazel rod. Either way, I need to know who is responsible for it.",0.5288311867748784,0.15645015926280462,0.8373908400535583,0.7600005269050598,0.5288311867748784,0.15645015926280462,0.8373908400535583,0.7600005269050598,0.5535470414699285,0.15812366103735942,0.8418881893157959,0.7611886858940125,0.5535470414699285,0.15812366103735942,0.8418881893157959,0.7611886858940125,0.5523005565484743,0.15812366103735942,0.845400869846344,0.75901859998703,0.5288311867748784,0.15645015926280462,0.8373908400535583,0.7600005269050598,0.532612772024476,0.15645015926280462,0.8382772207260132,0.7524184584617615,0.5512801049937656,0.1586761662774371,0.8511078357696533,0.795004665851593,0.48456701846080236,0.15276639784267565,0.8481085300445557,0.7789499163627625,0.47925764022940115,0.1413288482137949,0.820590078830719,0.7225765585899353,0.4573820769315125,0.14122799351974938,0.8129714727401733,0.6873601675033569
