en_text,pl_text,bielik_prompt0_translation,bielik_prompt1_translation,bielik_prompt2_translation,bielik_prompt3_translation,bielik_prompt4_translation,bielik_prompt5_translation,bielik_prompt6_translation,chrf_bielik_prompt0_translation,bleu_bielik_prompt0_translation,bertscore_bielik_prompt0_translation,comet_bielik_prompt0_translation,chrf_bielik_prompt1_translation,bleu_bielik_prompt1_translation,bertscore_bielik_prompt1_translation,comet_bielik_prompt1_translation,chrf_bielik_prompt2_translation,bleu_bielik_prompt2_translation,bertscore_bielik_prompt2_translation,comet_bielik_prompt2_translation,chrf_bielik_prompt3_translation,bleu_bielik_prompt3_translation,bertscore_bielik_prompt3_translation,comet_bielik_prompt3_translation,chrf_bielik_prompt4_translation,bleu_bielik_prompt4_translation,bertscore_bielik_prompt4_translation,comet_bielik_prompt4_translation,chrf_bielik_prompt5_translation,bleu_bielik_prompt5_translation,bertscore_bielik_prompt5_translation,comet_bielik_prompt5_translation,chrf_bielik_prompt6_translation,bleu_bielik_prompt6_translation,bertscore_bielik_prompt6_translation,comet_bielik_prompt6_translation
Fire!,Gorze!,"""Pożar!""

To tłumaczenie jest dosłownym przekładem angielskiego słowa ""fire"" na język polski, które oznacza pożar lub ogień w sensie niebezpieczeństwa. W kontekście alarmu lub wezwania do natychmiastowej uwagi, używamy słowa ""pożar"", ponieważ odnosi się ono bezpośrednio do sytuacji zagrożenia i wymaga natychmiastowej reakcji.","Tłumaczenie słowa ""Fire!"" (Ogień!) na język polski to:

""Pożar!"" lub ""Ogień!""

Obie formy są poprawne i powszechnie używane w sytuacji, gdy chcemy ostrzec innych przed pojawieniem się ognia lub pożaru.",Pożar!,Pożar!,Pożar!,"Podane zdanie ""Fire!"" w języku angielskim tłumaczy się na język polski jako:

""Pożar!""

To słowo jest używane w sytuacji, gdy chcemy ostrzec innych o pożarze lub wezwać pomoc w razie wybuchu ognia. Jest to krótkie, ale bardzo ważne słowo, które może uratować życie w nagłych sytuacjach.",Pożar!,0.04005852411990688,0.0,0.5580542683601379,0.5227205753326416,0.07652496356798176,0.0,0.5613060593605042,0.5173496007919312,0.08333333333333343,0.0,0.8619608879089355,0.7763368487358093,0.08333333333333343,0.0,0.8619608879089355,0.7763368487358093,0.08333333333333343,0.0,0.8619608879089355,0.7763368487358093,0.05221426132194478,0.0,0.5449296236038208,0.5437904000282288,0.08333333333333343,0.0,0.8619608879089355,0.7763368487358093
"Find me a king who'll kill a god and plough a goddess, and I'm his man.","Posłucham tylko tego króla, który zabije boga i posiądzie boginię.","""Znajdź mi króla, który zabije boga i zaorze boginię, a ja będę jego człowiekiem.""

To zdanie jest metaforą i może być interpretowane na różne sposoby w zależności od kontekstu. Ogólnie oznacza ono gotowość do lojalnej służby komuś, kto potrafi dokonać niezwykłych czynów lub pokonać niemożliwe przeszkody. W tym przypadku ""zabicie boga"" i ""zaoranie bogini"" to metaforyczne określenia wyjątkowych osiągnięć lub zwycięstw nad potężnymi siłami.","""Znajdź mi króla, który zabije boga i zaorze boginię, a ja jestem jego człowiekiem.""

To zdanie wydaje się być cytatem lub powiedzeniem w języku angielskim. Tłumaczenie na język polski zachowuje oryginalną strukturę i sens tego wyrażenia. Warto jednak pamiętać, że może ono zawierać pewne niuansy kulturowe lub literackie, które mogłyby nie być w pełni oddane w tłumaczeniu.","Znajdź mi króla, który zabije boga i zaorze boginię, a ja jestem jego człowiekiem.","""Znajdź mi króla, który zabije boga i zaorze boginię, a ja jestem jego człowiekiem.""","Znajdź mi króla, który zabije boga i zaorze boginię, a ja jestem jego człowiekiem.","""Znajdź mi króla, który zabije boga i zaorze boginię, a ja będę jego człowiekiem.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego metaforyczny charakter i wyrażając gotowość mówiącego do lojalności wobec osoby o niezwykłych umiejętnościach lub możliwościach.","Znajdź mi króla, który zabije boga i zaorze boginię, a będę jego człowiekiem.",0.39001880099907943,0.05296449057908351,0.6835838556289673,0.665202260017395,0.39058823162559553,0.062428915426195886,0.700899064540863,0.49434855580329895,0.5106757100868753,0.26584835766658776,0.8310753703117371,0.7700430750846863,0.5088609683839396,0.26584835766658776,0.808159589767456,0.7730772495269775,0.5106757100868753,0.26584835766658776,0.8310753703117371,0.7700430750846863,0.41573594611307746,0.08600383785890306,0.7163919806480408,0.6284945011138916,0.5056430574474952,0.2891784933232572,0.8296923041343689,0.7999793291091919
Britt wasn't lying.,A więc Britt nie kłamała.,"""Britt nie kłamała.""","Tłumaczenie zdania ""Britt wasn't lying"" na język polski brzmi:

""Britt nie kłamała.""

W tym tłumaczeniu:
- ""Britt"" pozostaje bez zmian, ponieważ jest to imię własne.
- ""wasn't"" (forma przecząca czasownika ""to be"") tłumaczymy jako ""nie była"".
- ""lying"" oznacza ""kłamanie"", a forma przeszła tego czasownika w stronie biernej to ""była kłamana"". Jednak w języku polskim używamy formy czynnej ""kłamała"".

Dlatego całe zdanie brzmi: ""Britt nie kłamała.""",Britt nie kłamała.,"""Britt nie kłamała.""",Britt nie kłamała.,"Oto tłumaczenie podanego zdania na język polski:

""Britt nie kłamała.""

To zdanie w języku angielskim wyraża negację, co oznacza, że Britt nie mówiła nieprawdy lub nie oszukiwała. W języku polskim używamy formy ""nie kłamała"", aby oddać ten sam sens.",Britt nie kłamała.,0.7394490625112381,0.05833544737207805,0.8811830282211304,0.943317711353302,0.2625981845376408,0.0027574366655649983,0.6189097762107849,0.5627864599227905,0.7477137700583807,0.288715663092199,0.951349139213562,0.9642863273620605,0.7394490625112381,0.05833544737207805,0.8811830282211304,0.9433175921440125,0.7477137700583807,0.288715663092199,0.951349139213562,0.9642863273620605,0.38163373691992036,0.010032736170107857,0.6939762234687805,0.7344135046005249,0.7477137700583807,0.288715663092199,0.951349139213562,0.9642863273620605
"You don't believe in the gods, Lugos.","Ty nie wierzysz w bogów, Lugos.","""Nie wierzysz w bogów, Lugos.""

To tłumaczenie jest dosłowne i zachowuje oryginalną strukturę zdania. W języku polskim często używa się formy ""nie wierzyć"", a nie ""nie wierzysz"", ale w tym przypadku zachowałem oryginalną formę czasownika, aby jak najwierniej oddać znaczenie zdania.","""Nie wierzysz w bogów, Lugosie.""","""Nie wierzysz w bogów, Lugos.""","""Nie wierzysz w bogów, Lugos.""","Nie wierzysz w bogów, Lugos.","""Nie wierzysz w bogów, Lugos.""

To tłumaczenie zachowuje znaczenie oryginalnego zdania, które wyraża stwierdzenie lub pytanie o brak wiary w bogów przez osobę o imieniu Lugos. W języku polskim struktura zdania pozostaje podobna, a imię ""Lugos"" jest niezmienione, ponieważ jest to nazwa własna.","""Nie wierzysz w bogów, Lugos.""",0.48404126855243074,0.023952424716024538,0.7030417323112488,0.6284617185592651,0.8282175550416561,0.21771262023986562,0.8928771018981934,0.9442367553710938,0.8716599704643181,0.21771262023986562,0.9151917695999146,0.9463174939155579,0.8716599704643181,0.21771262023986562,0.9151917695999146,0.9463174939155579,0.8791766357425587,0.5475182535069453,0.9589371085166931,0.9504343867301941,0.4669649364959474,0.022797230914240133,0.7101036906242371,0.6681849956512451,0.8716599704643181,0.21771262023986562,0.9151917695999146,0.9463174939155579
"Where, exactly?",A skąd?,"Tłumaczenie na język polski:

""Gdzie dokładnie?""

To pytanie jest używane w sytuacji, gdy ktoś chce uzyskać bardziej szczegółową informację o lokalizacji lub położeniu czegoś. Może być stosowane w różnych kontekstach, takich jak rozmowa o miejscu spotkania, adresie, czy też lokalizacji obiektu lub wydarzenia.","Tłumaczenie zdania ""Where, exactly?"" na język polski brzmi:

""Dokładnie gdzie?""

To pytanie jest używane w sytuacji, gdy ktoś chce uzyskać bardziej precyzyjną informację o lokalizacji lub położeniu czegoś. Może być stosowane w różnych kontekstach, takich jak rozmowa o miejscu spotkania, lokalizacji budynku czy nawet szczegółowym opisie trasy.",Gdzie dokładnie?,"""Gdzie dokładnie?""",Gdzie dokładnie?,"Oto tłumaczenie zdania ""Where, exactly?"" na język polski:

""Dokładnie gdzie?""

To pytanie jest używane w sytuacji, gdy ktoś chce uzyskać bardziej precyzyjną informację o lokalizacji lub położeniu czegoś. Może być stosowane zarówno w kontekście geograficznym (np. ""Gdzie dokładnie znajduje się ten sklep?""), jak i w innych sytuacjach wymagających szczegółowej odpowiedzi.",Dokładnie gdzie?,0.03141801075268825,0.0,0.5746490955352783,0.6144974231719971,0.02871148459383761,0.0,0.575355589389801,0.6607666611671448,0.07246376811594213,0.0,0.8315547704696655,0.9288065433502197,0.07042253521126769,0.0,0.7836045622825623,0.8764801621437073,0.07246376811594213,0.0,0.8315547704696655,0.9288065433502197,0.026932744456507632,0.0,0.580643355846405,0.6697266101837158,0.07246376811594213,0.0,0.7953858971595764,0.8773251175880432
Gwent - let's play.,Zagrajmy w gwinta.,"""Gwent - zagrajmy.""

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego zdania w języku angielskim. ""Gwent"" to nazwa własna (nazwa gry karcianej), a ""let's play"" można przetłumaczyć jako ""zagrajmy"". W języku polskim często używa się formy ""zagrajmy"", aby zaproponować wspólną grę lub rozgrywkę.","Tłumaczenie zdania ""Gwent - let's play"" na język polski brzmi:

""Gwent - zagrajmy.""

Warto dodać, że ""Gwent"" to nazwa własna i nie wymaga tłumaczenia. Jest to tytuł gry karcianej osadzonej w uniwersum Warhammer: Age of Sigmar.",Gwent - zagrajmy.,"""Walia - zagrajmy.""",Gwent - zagrajmy.,"""Gwent - zagrajmy.""

Wyjaśnienie krok po kroku:

1. ""Gwent"" - to nazwa własna, która nie wymaga tłumaczenia.
2. ""let's play"" - to wyrażenie w języku angielskim oznaczające ""zagrajmy"".
3. W języku polskim używamy formy ""zagrajmy"", aby wyrazić propozycję wspólnej gry lub rozpoczęcia czegoś razem.
4. Zatem całe zdanie brzmi: ""Gwent - zagrajmy.""

To tłumaczenie jest dosłowne i najbardziej odpowiednie w kontekście zaproszenia do gry w Gwenta, popularną grę karcianą osadzoną w uniwersum Warhammer: Age of Sigmar.",Gwent - zagrajmy.,0.16221417952732028,0.004286566854494811,0.6143545508384705,0.5414079427719116,0.1989843813673781,0.005157142709886005,0.5984636545181274,0.5443397164344788,0.37783323092551785,0.0,0.7294771671295166,0.660258412361145,0.3510894184676568,0.0,0.7207237482070923,0.5782387256622314,0.37783323092551785,0.0,0.7294771671295166,0.660258412361145,0.13020598552264262,0.002387221081851365,0.6101785898208618,0.6113596558570862,0.37783323092551785,0.0,0.7294771671295166,0.660258412361145
Our time amongst the living is but the wink of an eye.,Czas pośród żywych to mgnienie.,"""Nasz czas pośród żyjących jest tylko mrugnięciem oka.""

To zdanie to metafora, która porównuje krótki okres naszego życia do bardzo krótkiego momentu - mrugnięcia oka. Jest to wyraz refleksji nad ulotnością ludzkiego istnienia i przypomnienie, że życie jest cenne i należy je doceniać oraz przeżywać świadomie.","Tłumaczenie tego zdania na język polski brzmi:

""Nasz czas pośród żywych to ledwie mgnienie oka.""

To wyrażenie jest metaforą, która sugeruje, że nasze życie na ziemi jest bardzo krótkie i ulotne w porównaniu do wieczności. Jest to powszechny motyw w literaturze i filozofii, przypominający o tymczasowości ludzkiego istnienia i konieczności doceniania każdej chwili.",Nasze życie pośród żyjących jest tylko mgnieniem oka.,"""Nasz czas pośród żyjących to mrugnięcie oka.""",Nasze życie pośród żyjących jest jak mrugnięcie oka.,"Nasze życie pośród żyjących jest tylko mgnieniem oka.

To zdanie można również oddać w bardziej dosłownym tłumaczeniu:
""Nasz czas wśród żywych to tylko mrugnięcie okiem.""

Obie wersje zachowują sens oryginalnego angielskiego wyrażenia, które porównuje krótki okres życia człowieka do ulotnego momentu, jakim jest mrugnięcie oka.",Nasz czas pośród żyjących to mrugnięcie oka.,0.31963041924408603,0.004753731294736233,0.6882374286651611,0.7082200050354004,0.3810156942905463,0.017093577453940946,0.6961726546287537,0.7135935425758362,0.5182837545371167,0.02777619034011792,0.8302610516548157,0.722112774848938,0.518327177107926,0.039281465090051315,0.8028913736343384,0.7756550908088684,0.352762851780529,0.02777619034011792,0.7890236377716064,0.7297534346580505,0.3773794242370312,0.009570498942763545,0.6956883668899536,0.6961424946784973,0.5223052909937744,0.039281465090051315,0.836852490901947,0.7695404291152954
Perhaps we should reexamine what we've learned. We might've missed a clue that would push us forward…,"Może jeśli uporządkujemy informacje, które udało nam się zebrać do tej pory, popchnie nas to dalej...","""Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Być może przeoczyliśmy wskazówkę, która pozwoliłaby nam pójść naprzód...""","Tłumaczenie tego zdania na język polski brzmi:

""Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Być może przeoczyliśmy wskazówkę, która pozwoliłaby nam pójść do przodu...""

To zdanie sugeruje refleksję nad dotychczasową wiedzą i umiejętnościami oraz gotowość do ich ponownego rozważenia w celu znalezienia nowych rozwiązań lub perspektyw.","Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Mogliśmy przeoczyć wskazówkę, która pchnęłaby nas do przodu...","Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Być może przeoczyliśmy wskazówkę, która pozwoliłaby nam pójść do przodu...","Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Być może przeoczyliśmy wskazówkę, która pchnęłaby nas do przodu...","Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Być może przeoczyliśmy wskazówkę, która mogłaby nas popchnąć naprzód...","Może powinniśmy ponownie przeanalizować to, czego się nauczyliśmy. Mogliśmy przeoczyć wskazówkę, która pchnęłaby nas do przodu...",0.20704694192390952,0.013679192123121896,0.709263801574707,0.8339806795120239,0.24430987141281588,0.005145174324020217,0.658578634262085,0.7669814229011536,0.22677877235011668,0.017395797375642234,0.7371758222579956,0.8364219069480896,0.22039665689864174,0.015276780223747026,0.7244846820831299,0.8420020341873169,0.22788044270548533,0.01626739260030573,0.737715482711792,0.8502201437950134,0.23825835490332437,0.015138514598766055,0.7472034096717834,0.8473630547523499,0.22677877235011668,0.017395797375642234,0.7371758222579956,0.8364219069480896
Exactly! I knew it - she made the whole thing up!,"Właśnie! Wiedziałem, że sobie coś wymyśliła!","""Dokładnie! Wiedziałem to - ona wszystko zmyśliła!""",Dokładnie! Wiedziałem - ona to wszystko zmyśliła!,Dokładnie! Wiedziałem - ona to wszystko zmyśliła.,"""Dokładnie! Wiedziałem to - wymyśliła całą tę historię!""",Dokładnie! Wiedziałem to - ona wszystko zmyśliła.,Dokładnie! Wiedziałem - ona to wszystko zmyśliła!,Dokładnie! Wiedziałem - ona to wszystko zmyśliła.,0.4887209655859927,0.0,0.8359056711196899,0.9066479206085205,0.49134615107473584,0.0,0.8661094307899475,0.9143381714820862,0.4641876131204003,0.0,0.8400673270225525,0.8706613779067993,0.5144428769428769,0.0,0.8157272934913635,0.899176299571991,0.4641876131204003,0.0,0.840460479259491,0.8675382137298584,0.49134615107473584,0.0,0.8661094307899475,0.9143381714820862,0.4641876131204003,0.0,0.8400673270225525,0.8706613779067993
"First - I can try to convince whoever put up the Nithing to lift the curse themselves. Second - I can deflect the curse back on whoever cast it by writing their name on the shaft. Either way, need to know who's behind this.","Po pierwsze, mogę namówić osobę, która postawiła nithing, by sama odczyniła urok... Albo odbić przekleństwo, wypisując jej imię na żerdzi. Tak czy inaczej, muszę wiedzieć, kto za tym stoi.","""Najpierw - mogę spróbować przekonać tego, kto rzucił klątwę, żeby sam ją zdjął. Drugie wyjście to odbicie klątwy z powrotem na osobę, która ją rzuciła, poprzez napisanie jej imienia na strzale. W obu przypadkach muszę wiedzieć, kto za tym stoi.""","Tłumaczenie na język polski:

""Najpierw - mogę spróbować przekonać tego, kto rzucił Nithing, żeby sam zdjął klątwę. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc jego imię na drzewcu. W obu przypadkach muszę wiedzieć, kto za tym stoi.""

To tłumaczenie oddaje sens oryginalnego tekstu, uwzględniając kontekst i specyficzne elementy języka użytego w oryginalnym zdaniu.","Najpierw - mogę spróbować przekonać osobę, która rzuciła Nithing, aby sama zdjęła klątwę. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc jego imię na strzale. W obu przypadkach muszę wiedzieć, kto za tym stoi.","""Najpierw - mogę spróbować przekonać osobę, która postawiła Nithing, aby sama zdjęła klątwę. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc ich imię na strzale. W obu przypadkach muszę wiedzieć, kto za tym stoi.""","Pierwsze - mogę spróbować przekonać tego, kto postawił Nithing, aby zdjął klątwę samodzielnie. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc ich imię na strzale. W obu przypadkach muszę wiedzieć, kto za tym stoi.","Oto tłumaczenie podanego zdania na język polski:

""Najpierw - mogę spróbować przekonać osobę, która postawiła Nithing, aby sama zdjęła klątwę. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc jego imię na drzewcu. W obu przypadkach muszę wiedzieć, kto za tym stoi.""

To tłumaczenie oddaje sens oryginalnego zdania, uwzględniając kontekst i specyficzne elementy takie jak ""Nithing"" (przypuszczalnie odnoszące się do jakiegoś rodzaju magicznego artefaktu lub rytuału) oraz ""drzewca"". Zwróć uwagę, że niektóre wyrażenia mogłyby brzmieć bardziej naturalnie po polsku, ale starano się zachować możliwie bliski odpowiednik oryginału.","Najpierw - mogę spróbować przekonać tego, kto postawił Nithing, aby sami zdjęli klątwę. Drugie - mogę odbić klątwę z powrotem na tego, kto ją rzucił, pisząc ich imię na drzewcu. W obu przypadkach muszę wiedzieć, kto za tym stoi.",0.4209185208404859,0.10814410080481558,0.7636415958404541,0.7705737948417664,0.3931125764473043,0.07051073131555514,0.7033165097236633,0.6896429061889648,0.44445236403807326,0.15336192545944255,0.7968084216117859,0.7550099492073059,0.48107543476178344,0.13857814312261596,0.7940261960029602,0.7550078630447388,0.42156155198631756,0.13819585494830136,0.7779044508934021,0.7360305190086365,0.43570633476772264,0.058042177861324915,0.7031527161598206,0.6825032234191895,0.4109854857067858,0.13819585494830136,0.7839810252189636,0.7673254013061523
