;meta[language=en]
; id      |key(hex)|key(str)| text
    575260|00000000||Rather see to it myself.
    575770|00000000||I doubt that. Can't compare the Wild Hunt to Temerian shield bearers or Lyrian archers.
    575219|00000000||Facing it here would put Vizima at risk. Hundreds of innocents could die.
    575777|00000000||Kaer Morhen is in a wilderness. And your army stands to be far more helpful there.
    575778|00000000||Hmm… Agreed. I shall send a banner with you. On one condition - General Voorhis will lead it.
    575780|00000000||Can't agree to that.
    575820|00000000||And I cannot agree to witchers commanding my troops.
    575821|00000000||Well, I'm not about to give in - you don't look it, either.
    575826|00000000||Sorry to take up your time, Your Majesty.
    575839|00000000||Bring me Ciri.
    575841|00000000||I will. If that's what she wants.
    575679|00000000||I don't doubt it - against conventional foes. The Wild Hunt's different.
    575259|00000000||Don't doubt it.
   1062496|00000000||Your Imperial Majesty.
   1062499|00000000||Witcher. Why have you come?
    554325|00000000||I've managed to find out where Ciri is.
    575193|00000000||Finally. I had begun to doubt the wisdom of enlisting you. Bring her here at once.
    575194|00000000||The Wild Hunt's pursuing her. Kaer Morhen's the only place she'll be safe.
    554326|00000000||That was not a suggestion. I can defend my own daughter.
    446004|00000000||Something surprised them. Didn't stand much of a chance.
    446006|00000000||Prints're deep… Must be something big.
   1060566|00000000||Firefly's stopped at the hut. Oughta look inside.
    446002|00000000||Body's still warm, blood hasn't even dried…
    559458|05cea138||Fiend
   1058289|0a09c08e||Bilge Hag
    560503|00000000||Couldn't find anyone else. Gaspard claims they're dead.
    560548|00000000||Why are you sorry?
    581386|00000000||What do you mean?
    554320|00000000||She's cold. Spirit's left her.
    554321|00000000||Must've passed shortly before we found her.
    581369|00000000||Let's wait by the boat.
    584305|00000000||She's cold, spirit's left her. Nothin' we could do.
    584307|00000000||Let's wait by the boat.
    560549|00000000||Step aside.
    560547|00000000||Step aside.
    560553|00000000||Argh. Everything's gone wrong. What'll we do now?
    560554|00000000||Got a boat, you can leave with me. But I need to find someone first.
    560555|00000000||An ashen-haired lass?
    581382|00000000||Yes.
    581384|00000000||Oh - dreadful sorry.
    560504|00000000||Thanks for helpin'. And, uh, sorry I didn't trust ye.
    560501|00000000||Saw another fall from a cliff. Broke his neck.
    560502|00000000||Shit. Rabenick told me to have an eye on the snot. 'Twas his nephew.
    560488|00000000||Found one near a monster's den. He was already dead, sadly.
    554315|00000000||Gaspard! Hah! You seem a bit muddled.
    560411|00000000||Beh, err, muddled. A bit drowsy, that's all.
    560412|00000000||What of the others?
    560302|00000000||Your friends asked me to find you, Ferenc and Ivo.
    560303|00000000||I'm afeared they're dead. Some horrors swarmed Ivo, saw it with my own eyes. And Ferenc… I heard him - a blood-curdling cry, then the roar of a beast.
    560304|00000000||Let's get back to the hut. I'll protect you along the way.
    560305|00000000||Shame about the lads, really, but what can ye do…? Come on.
    584233|00000000||But, I should warn you, I suffer from narcolepsy, meaning-- Oah…
    560306|00000000||I know what it means. Don't worry, I'll keep you awake.
    576082|00000000||Off we go, then.
    560277|00000000||Your friends told me to find you.
    560300|00000000||Any chance you've seen an ashen-haired woman around here?
    560301|00000000||Here? Nay, not a soul.
    575966|00000000||But… a lot passes me by on account of my sleepin'.
    560276|00000000||Looking for an ashen-haired young woman.
    560311|00000000||Wanna explore the island a bit. Come back for you after, take you to your friends. Unless you care to come with me now?
    560312|00000000||I'd only be a burden. You know, the narcolepsy…
    576086|00000000||This place seems safe enough. Just be sure and come back. And make it quick, eh? Not that much to see here.
   1062217|00000000||Wanna explore the island a bit. Come back and get you later.
    560275|00000000||You and your friends - who are you, exactly?
    560296|00000000||You and your friends - what's your story?
    560297|00000000||Rabenick and Company. Real estate appraisal, insurance, mass event organization.
    560298|00000000||Gaspard Sutter - my mates call me Sleepy.
    575985|00000000||I even slept through that storm.
    584230|00000000||It's a shame so many died…
    560254|00000000||Hey, wake up.
    560255|00000000||Shoo… Back to bed, Nibbles.
    560256|00000000||Wake up!
    560257|00000000||Wha-- What's happenin'?
    575945|00000000||Who-- Who're you?
    560258|00000000||I'm Geralt.
    560313|00000000||What now?
    560203|00000000||Hm. Wonder how he wound up here.
   1075759|00000000||Tried to flee the fiend. Tsk. Stubby legs, too slow.
    560202|00000000||One of the missing dwarves. Shame he's dead.
