;meta[language=pl]
; id      |key(hex)|key(str)| text
    569503|00000000||Wiedźmin! Jeszcze tego brakowało.
    569499|00000000||Powiedziano mi, że zostanę przyjęty z samego rana – a jest południe!
    569502|00000000||Spokój.
    569915|00000000||Słu... Słucham?! Wiesz, z kim masz do czynienia, żołnierzu?! Jestem Hereward II, książę Ellander!
    569917|00000000||Nie dość, że każe mi się tu stać jak jakiemuś petentowi, to jeszcze w czyim towarzystwie? Grabarza!
    569919|00000000||Garbarza. Mistrza cechu garbarskiego.
    569921|00000000||Jakby mi to robiło różnicę! Domagam się...
    569923|00000000||Spokój.
    569925|00000000||Cesarz pracuje w ciszy – a tych, którzy ją zakłócą, każe surowo. Niezależnie od urodzenia.
    569487|00000000||Waszmość pozwoli za mną.
    569488|00000000||Proszę trzymać się blisko. W pałacu jest wielu dostojnych gości, których waszmość...
    569489|00000000||...brzydzi.
    569961|00000000||...nie powinien niepokoić.
    570594|00000000||Gdy waszmość skończy, proszę do mnie przyjść po swoje rzeczy.
    570583|00000000||Nie śpieszno waszmości do czarodziejki?
    570581|00000000||A prosiłem...
   1044413|00000000||Waszmość będzie miał czas na spacery później. Proszę do mnie.
    570571|00000000||Czy waszmość nie zrozumiał? Czy nie dość wyraźnie podkreślałem, że cesarzowi należy się skłonić?
    570573|00000000||Spokojnie. Nic się nie stało.
    570575|00000000||Waszmości nic, prawda. Ale mnie czeka kara.
    570577|00000000||Jaka kara?
    570579|00000000||Niech waszmość trzyma się blisko i nikogo nie zaczepia. Dość łamania etykiety na jeden dzień.
   1048792|00000000||Radowid wziął ich z zaskoczenia, a że morale Kaedweńczyków i tak było niskie po śmierci ich króla, starczyło kilka przegranych potyczek, by złożyli broń – i przeszli na stronę Redanii.
   1048383|00000000||A co z Kovirem?
   1048389|00000000||A co z Kovirem?
   1048391|00000000||Kovir ceni swoją neutralność. Na tyle, by nie użyczać swoich wojsk ani, co ważniejsze, pieniędzy, żadnej ze stron.
   1048393|00000000||Wracając do wojny... Na wiosnę doszło do wielkiej bitwy na błoniach Velen. Wielkiej, ale i nierozstrzygniętej. Straty po obu stronach były ogromne. Bezprecedensowe wręcz.
   1048396|00000000||Radowid wycofał się za Pontar. Póki co jest tam bezpieczny... Do czasu, aż z południa przybędą posiłki. Wtedy cesarz Emhyr var Emreis rozprawi się z nim ostatecznie.
   1048398|00000000||A nie moglibyście po prostu wrócić do siebie? Oszczędzilibyście wszystkim zachodu. I sporo ludzkich istnień.
   1048400|00000000||Obawiam się, że stawka jest za wysoka, żeby złożyć karty. Można grać już tylko va banque.
   1048385|00000000||Czyżbym słyszał w twoim głosie podziw?
   1048387|00000000||Radowid to wróg... Ale nie odmówię mu sprytu. Okpił nas jak dzieci. I to niezbyt bystre.
   1048375|00000000||Czyżbym słyszał podziw?
   1048819|00000000||I tak na wiosnę zamiast dwóch słabych wrogów mieliśmy już tylko jednego... Za to potężnego.
   1048790|00000000||Radowid wziął ich z całkowitego zaskoczenia. Król Henselt jak zwykle walczył w pierwszym szeregu... I tam zginął. Jego żołnierze stracili chęć do walki. Przeszli na stronę Redanii.
   1048684|00000000||Jak przebiega wojna? Poza tym, że niechybnie doprowadzi do triumfu Nilfgaardu?
   1048687|00000000||Rozmawiamy w cztery oczy. Bez świadków. Więc dajmy spokój z propagandą, choćby podszytą ironią.
   1048690|00000000||Ofensywa szła świetnie – aż do zimy. Rozbiliśmy temerskie wojska w puch. W Aedirn był taki chaos, że nikt nie stawiał nam nawet oporu. Przed pierwszymi śniegami dotarliśmy na linię Pontaru.
   1048692|00000000||Zostało osłabione Kaedwen... I Redania Radowida, który ignorował błagania reszty Północy o pomoc. Myśleliśmy, że poprosi o pokój, może nawet złoży hołd lenny. Czekaliśmy roztopów pewni zwycięstwa.
   1048695|00000000||Radowid? Złoży hołd?
   1048697|00000000||Tak. To były płonne nadzieje. Bo Radowid zamiast słać posłów albo przesunąć wojska w naszą stronę, przebił się przez zaśnieżone Góry Pustulskie... I zaatakował Kaedwen. Swego sojusznika.
   1048342|00000000||Jak przebiega wojna?
   1041275|00000000||Jakie wieści z Novigradu? Wolne miasto wciąż jest wolne?
   1048488|00000000||Tak. Chociaż wszyscy wiedzą, że to długo nie potrwa. W Oxenfurcie siedzi Radowid a cesarz tu, w Wyzimie. Za blisko. Obaj potrzebują pieniędzy i większej floty... A Novigrad może dać jedno i drugie.
   1048490|00000000||Dlatego atmosfera w mieście jest dość... nerwowa.
   1048492|00000000||To znaczy?
   1048494|00000000||Jak ludzie radzą sobie ze strachem? Szukają pocieszenia... I kozłów ofiarnych. Kościół Wiecznego Ognia doskonale to rozumie. Dlatego obiecuje wiernym poprawę losu i wskazuje palcem winnych.
