;meta[language=pl]
; id      |key(hex)|key(str)| text
   1040088|00000000||Zastanawiałam się, ile ci to zajmie, Geralt.
   1041871|00000000||Jestem na górze. Nie krępuj się.
   1040092|00000000||Witaj, wiedźminie.
   1041934|00000000||No, no. Ładnie tu.
   1060296|00000000||Czasem trzeba się poświęcić.
   1060298|00000000||Cóż... Czasami sprawy wymagają poświęceń.
   1060300|00000000||A ludzie?
   1060302|00000000||Ludzie nawet bardziej niż sprawy.
   1060304|00000000||W takim razie, może się poświęcisz i wyciągniesz dla mnie tę paczkę.
   1060306|00000000||Wygrałaś.
    501304|00000000||Stójcie... Słyszycie...? Przyszli po nas...
    501305|00000000||Zaczął mówić, dopiero jak zacząłem mu nakłuwać pięty.
    501306|00000000||Każdy ma jakiś swój czuły punkt. Ja kiedyś przesłuchiwałem maga, który nie reagował na ból... Wyrywałem mu paznokcie... Miażdżyłem jaja... I nic...
    501510|00000000||A potem się okazało, że jest wrażliwy na łaskotki. Położyłem mu chrząszcza na brzuchu i przykryłem kubkiem. Mało nie oszalał.
    501307|00000000||Tym razem nam się udało, ale lepiej wyjdźcie kanałami. Klapa jest w podłodze.
    501308|00000000||Uważaj na siebie, Smart.
    490551|00000000||Ja to zrobię. Gdzie wyrzuciłeś pakunek?
    490552|00000000||W okolicy żurawia. Przy przedostatnim mostku przed samym portem.
    490553|00000000||Nie spodziewałam się tak szaleńczego poświęcenia.
    499761|00000000||I tak miałem się odświeżyć. Chodźmy.
   1060295|00000000||Ja go wyciągnę.
    490545|00000000||Witaj, Smart. Udało ci się zdobyć składniki do magicznego kadzidła, o które prosiłam?
    490546|00000000||Niby tak, ale wystąpiły pewne... Rzekłbym komplikacje. No więc idę ci ja z workiem wzdłuż kanału, patrzę, a tu z naprzeciwka wychodzi trzech ze straży świątynnej.
    499759|00000000||Do rzeczy. Nie mamy czasu, a wiem, jak lubisz gadać.
    492471|00000000||Poczekaj... Niosę worek pełen magikaliów, a ci idą prosto na mnie! Nie jestem strachliwy z natury, ale pot mi po dupie popłynął.
    509927|00000000||Nie miałem wyjścia. Wrzuciłem worek do wody i powiedziałem, że to martwy kocur. Nie uwierzysz, ale łyknęli!
    490547|00000000||Muszę odzyskać tę paczkę, Smart. Mam zlecenie.
    490548|00000000||Wrzuciłem ją do kanału. Jakby przeszukać dno, to pewnie by się znalazła.
    490549|00000000||Mam ci zapłacić, a potem nurkować w lodowatej wodzie?
    504650|00000000||Yn all’an daonna ar ais...
   1052051|00000000||Paskudne miejsce.
   1052053|00000000||Dosyć ponure miejsce.
   1052055|00000000||Faktycznie, wygląda jak schronienie wampira. Dlatego możemy być pewni, że nikt nam nie przeszkodzi.
   1052057|00000000||Podaj mi tę figurkę i się odsuń.
   1074442|00000000||{Ver d’eer tan staed en zer kaeser!} [Za Honor i Cesarza!]
   1016307|00000000||{Woh erre sinde? Waen iche hene?} [Kim jesteście? Co ja tu robię?]
   1072311|00000000||{Esse pund...} [Będę rzygał...]
   1072313|00000000||Ostatnia rzecz, którą pamiętasz?
   1072315|00000000||A ty kim jesteś? Jaka jest ostatnia rzecz, którą pamiętasz?
   1072317|00000000||Pamiętam wzgórze... Trwała bitwa, ja miałem dostarczyć rozkaz... Pamiętam rudowłosą czarodziejkę... rzuciła zaklęcie...
   1072319|00000000||Prawe skrzydło miało ruszyć i uderzyć z flanki na... tarczowników.
   1072321|00000000||Nie uderzyli. A czarodziejka nazywała się Lytta Neyd, Koral. Ja też tam byłam... To... To zdarzyło się dawno temu.
   1072323|00000000||{Sheyssere.} [Kurwa.]
   1072312|00000000||Odpoczywaj.
   1072325|00000000||Jesteś wyczerpany – musisz odpocząć.
   1072331|00000000||Chyba tak.
   1072327|00000000||Powinieneś zgłosić się do ambasadora var Attre. Na pewno ci pomoże.
   1072329|00000000||Powodzenia.
   1031846|00000000||To było... Interesujące.
   1031847|00000000||I wyczerpujące. Mam ochotę walnąć się na łóżko i spać do oporu.
   1053802|00000000||Mam jeszcze jedną statuetkę.
   1052059|00000000||Wszystko przygotowane. Bierzmy się do roboty.
   1052021|00000000||Odczarujmy szlachcica.
    477617|00000000||Spróbujmy odczarować tę figurkę. To chyba szlachcic...
    477672|00000000||Przygotuj się, nie wiadomo, kim jest naprawdę.
   1083314|00000000||Odczarujmy jedną ze statuetek.
   1083315|00000000||Paskudne miejsce.
   1052020|00000000||Odczarujmy żołnierza.
   1051588|00000000||Spróbujmy odczarować tego żołnierza. Mogę jakoś pomóc przy rytuale?
   1051590|00000000||Tak. Stój cicho i nie przeszkadzaj.
    477687|00000000||Koral, nieeeee! Wszystko ci wytłumaczę... Khe, khhee...
    477688|00000000||Koral?
    477689|00000000||Nawet nie spojrzałem na tę dziewkę... Liczysz się tylko ty!
    477690|00000000||Ejże... Ty nie jesteś Koral. Sukkub, mara... Gdzie ja jestem?
    504750|00000000||A więc to Koral go zaklęła.
    504769|00000000||Koral go zaklęła. To do niej podobne.
    504778|00000000||Nie znam bardziej mściwej czarodziejki. No, może z wyjątkiem...
    504780|00000000||Nie ma Koral? W takim razie... podejdź bliżej, sukkubie.
    504749|00000000||Jak się nazywasz?
    504752|00000000||Jak się nazywasz?
    504763|00000000||Mmm?
    504764|00000000||Jesteśmy w Novigradzie, mówi ci to coś?
   1051580|00000000||W Novigradzie? Ostatnie, co pamiętam, to Oxenfurt i wściekłą Koral. Jak może wymagać wierności, gdy sama puszcza się jak... no, jak...
   1051582|00000000||Jak ten latawiec.
   1051584|00000000||W rzeczy samej. Psiakrew, czuję się, jakby zdeptało mnie stado krów. Nie wiem, co mi zrobiła, ale widzę, że wyratowaliście mnie z opresji.
   1051586|00000000||Macie tu, o. Zabawcie się na mieście.
