en_text,pl_text,bielik_prompt0_translation,bielik_prompt1_translation,bielik_prompt2_translation,bielik_prompt3_translation,bielik_prompt4_translation,bielik_prompt5_translation,bielik_prompt6_translation,chrf_bielik_prompt0_translation,bleu_bielik_prompt0_translation,bertscore_bielik_prompt0_translation,comet_bielik_prompt0_translation,chrf_bielik_prompt1_translation,bleu_bielik_prompt1_translation,bertscore_bielik_prompt1_translation,comet_bielik_prompt1_translation,chrf_bielik_prompt2_translation,bleu_bielik_prompt2_translation,bertscore_bielik_prompt2_translation,comet_bielik_prompt2_translation,chrf_bielik_prompt3_translation,bleu_bielik_prompt3_translation,bertscore_bielik_prompt3_translation,comet_bielik_prompt3_translation,chrf_bielik_prompt4_translation,bleu_bielik_prompt4_translation,bertscore_bielik_prompt4_translation,comet_bielik_prompt4_translation,chrf_bielik_prompt5_translation,bleu_bielik_prompt5_translation,bertscore_bielik_prompt5_translation,comet_bielik_prompt5_translation,chrf_bielik_prompt6_translation,bleu_bielik_prompt6_translation,bertscore_bielik_prompt6_translation,comet_bielik_prompt6_translation
So be it.,Niech będzie.,"""Tak niech się stanie.""

To tłumaczenie jest dosłowne i oddaje znaczenie oryginalnego angielskiego wyrażenia ""So be it."" W języku polskim, podobnie jak w angielskim, to zdanie może być używane jako afirmacja lub akceptacja czegoś, co zostało powiedziane lub zdecydowane. Może również wyrażać rezygnację lub pogodzenie się z sytuacją.","Tłumaczenie ""So be it."" na język polski to ""Niech tak będzie."". To jest krótkie wyrażenie, które może być używane w różnych kontekstach, aby wyrazić akceptację lub rezygnację z czegoś. Może być stosowane jako odpowiedź na decyzje, propozycje lub nawet jako sposób na potwierdzenie, że coś zostało zaakceptowane lub zrozumiane.

### Przykłady użycia:
1. **W kontekście akceptacji decyzji:**
   - Osoba A: ""Myślę, że powinniśmy zrobić to w ten sposób.""
   - Osoba B: ""So be it."" (Niech tak będzie.)
2. **Jako wyraz rezygnacji:**
   - Osoba A: ""Niestety, nie mamy innego wyboru.""
   - Osoba B: ""So be it."" (Niech tak będzie.)
3. **Potwierdzenie zrozumienia:**
   - Osoba A: ""Czy rozumiesz, co powiedziałem?""
   - Osoba B: ""So be it."" (Niech tak będzie.)

To wyrażenie jest często używane w literaturze i filmach, szczególnie w kontekście dramatycznym lub historycznym, gdzie postacie muszą podejmować trudne decyzje lub godzić się z losem.",Niech tak będzie.,"""Niech tak będzie.""",Niech tak będzie.,"Tłumaczenie zdania ""So be it."" na język polski to:

""Niech tak będzie.""

To krótkie, ale wyraziste stwierdzenie może być używane w różnych kontekstach, od akceptacji decyzji po wyrażenie zgody lub pogodzenie się z sytuacją. W języku polskim jest ono często używane jako zamiennik dla dłuższych fraz wyrażających akceptację lub rezygnację.",Niech tak będzie.,0.09957544301915318,0.0,0.5982627272605896,0.6015141010284424,0.08091794673954221,0.0,0.5298891663551331,0.6153532862663269,0.6730543568903075,0.13512001548070346,0.9474651217460632,0.9604095816612244,0.660050638104212,0.0,0.8333491086959839,0.9201179146766663,0.6730543568903075,0.13512001548070346,0.9474651217460632,0.9604095816612244,0.1853169489837735,0.0,0.609449028968811,0.580687940120697,0.6730543568903075,0.13512001548070346,0.9474651217460632,0.9604095816612244
A year now you've promised to write somethin' for me.,"Od roku obiecujesz, że napiszesz piosnkę dla mnie.","""Minął już rok, odkąd obiecałeś napisać coś dla mnie.""","Tłumaczenie tego zdania na język polski brzmi:

""Już rok obiecujesz, że coś dla mnie napiszesz.""

To zdanie wyraża lekką irytację lub zniecierpliwienie osoby mówiącej, która czeka na coś od drugiej osoby przez długi czas. Warto zauważyć, że w języku polskim często używamy formy ""już"", aby podkreślić upływ czasu i oczekiwanie na realizację obietnicy.","Już rok obiecujesz, że coś dla mnie napiszesz.","""Minął już rok, od kiedy obiecałeś mi coś napisać.""",Już rok obiecujesz mi coś napisać.,"Oto tłumaczenie tego zdania na język polski:

""Już rok temu obiecałeś napisać coś dla mnie.""

To zdanie jest poprawnym tłumaczeniem oryginalnego angielskiego tekstu, zachowując jego znaczenie i strukturę gramatyczną. Warto zauważyć, że w języku polskim używamy czasu przeszłego ""obiecałeś"", aby wyrazić czynność, która miała miejsce w przeszłości, podobnie jak w oryginalnym zdaniu angielskim.",Już rok obiecujesz mi coś napisać.,0.31448706051635916,0.023980296761827107,0.7499579787254333,0.8814617395401001,0.3862254063495482,0.008083053722455262,0.6936678290367126,0.6191669702529907,0.5883392699306637,0.06500593260343691,0.8840184211730957,0.8724539279937744,0.20972285419250822,0.0,0.7129492163658142,0.8142845630645752,0.304898804326033,0.0,0.7773565053939819,0.7656481862068176,0.26428243972343785,0.00410726430147258,0.6576486229896545,0.5724379420280457,0.304898804326033,0.0,0.7773565053939819,0.7656481862068176
Freya watch over you.,Niech Freyja nad wami czuwa.,"""Freya, czuwaj nad tobą.""

To zdanie jest tłumaczeniem dosłownym z języka angielskiego na polski. Warto zauważyć, że w oryginalnym tekście ""Freya watch over you"" może być interpretowane jako wyrażenie życzenia lub prośby o opiekę ze strony Frei (bogini z mitologii nordyckiej). W języku polskim użyto formy grzecznościowej ""czuwaj"", co oddaje podobne znaczenie ochrony i opieki.","""Freya, czuwaj nad tobą.""

To zdanie jest tłumaczeniem dosłownym i może być używane jako wyrażenie życzenia ochrony lub opieki od Frei, nordyckiej bogini miłości, piękna i magii. W języku polskim częściej używa się formy ""niech cię strzeże"" lub ""bądź pod opieką"".",Freya czuwa nad tobą.,"""Freya czuwa nad tobą.""",Freya czuwa nad tobą.,"""Freya czuwa nad tobą.""

To tłumaczenie zakłada, że ""Freya"" jest imieniem własnym (nazwą bóstwa nordyckiego) i pozostaje niezmienione w tłumaczeniu. Zdanie to można interpretować jako wyrażenie opieki lub ochrony ze strony Frei.",Freya czuwa nad tobą.,0.153959953460711,0.003324612889947367,0.6326392889022827,0.6024669408798218,0.2022497224312778,0.004503778123700044,0.6575375199317932,0.6582521200180054,0.26990779943043564,0.06257106818159155,0.802811324596405,0.9302274584770203,0.267494575768023,0.06257106818159155,0.8084073662757874,0.8791789412498474,0.26990779943043564,0.06257106818159155,0.802811324596405,0.9302274584770203,0.206925324404838,0.005834347180338519,0.6497785449028015,0.5993147492408752,0.26990779943043564,0.06257106818159155,0.802811324596405,0.9302274584770203
You see? We're just a step away from learning the truth.,"No właśnie. A teraz jesteśmy krok od tego, żeby poznać prawdę.","""Widzisz? Jesteśmy tylko krok od poznania prawdy.""

To zdanie w języku angielskim brzmi: ""You see? We're just a step away from learning the truth."" Tłumaczenie na język polski to:

""Widzisz? Jesteśmy tylko krok od poznania prawdy.""

To zdanie wyraża optymizm i nadzieję, sugerując, że osiągnięcie celu lub zrozumienie czegoś jest bardzo bliskie. Może być używane w różnych kontekstach, takich jak rozwiązywanie problemu, zdobywanie nowej wiedzy czy dochodzenie do prawdy w jakiejś sprawie.","Tłumaczenie tego zdania na język polski brzmi:

""Widzisz? Jesteśmy zaledwie o krok od poznania prawdy.""

To zdanie wyraża nadzieję lub przekonanie, że osiągnięcie pełnej wiedzy lub zrozumienia jest bardzo bliskie. Używa ono trybu rozkazującego ""widzisz"", aby zaangażować słuchacza i skierować jego uwagę na to, jak blisko są od celu.",Widzisz? Jesteśmy zaledwie krok od poznania prawdy.,"""Widzisz? Jesteśmy zaledwie krok od poznania prawdy.""",Widzisz? Jesteśmy tylko o krok od poznania prawdy.,"Oto tłumaczenie podanego zdania na język polski:

""Widzisz? Jesteśmy zaledwie o krok od poznania prawdy.""

To tłumaczenie oddaje znaczenie oryginalnego zdania w języku angielskim, zachowując jego strukturę i intonację. Zwróć uwagę, że w języku polskim często używamy słowa ""widzisz"" jako formy grzecznościowej lub pytającej, co jest bliskie znaczeniu angielskiego ""you see"".",Widzisz? Jesteśmy tylko o krok od poznania prawdy.,0.2489244898322146,0.005334859729731448,0.6408061981201172,0.7184397578239441,0.29118751069671106,0.007919253535534795,0.6792422533035278,0.6162694692611694,0.3009265249145468,0.039447492477737316,0.8001084923744202,0.9217550158500671,0.2997228766690125,0.039447492477737316,0.7787012457847595,0.8884605169296265,0.29555162976487376,0.04037102236950707,0.8022441267967224,0.9277765154838562,0.25720468694486015,0.007599116882217506,0.6644933223724365,0.5331987142562866,0.29555162976487376,0.04037102236950707,0.8022441267967224,0.9277765154838562
Mhm. See you there.,Widzimy się na miejscu.,"""Mhm. Do zobaczenia tam.""

To tłumaczenie uwzględnia krótką, potwierdzającą odpowiedź w języku angielskim ""See you there"", która jest często używana jako pożegnanie lub zapowiedź spotkania w określonym miejscu. W języku polskim odpowiednikiem może być ""Do zobaczenia tam"".","Tłumaczenie tego krótkiego dialogu na język polski brzmi następująco:

""Mhm."" - To wyrażenie może oznaczać potwierdzenie, zgodę lub lekkie zdziwienie. W języku polskim często używa się podobnych dźwięków jak ""mhm"", ""aha"" czy ""tak"".

""See you there."" - Tłumaczone dosłownie to ""Do zobaczenia tam"". W języku polskim bardziej naturalne byłoby powiedzieć ""Do zobaczenia na miejscu"" lub po prostu ""Do zobaczenia"".

Cały dialog w języku polskim mógłby więc brzmieć:

""Mhm. Do zobaczenia na miejscu.""

lub

""Aha. Do zobaczenia.""

Warto pamiętać, że takie krótkie wymiany zdań często są bardzo kontekstowe i mogą mieć różne znaczenia w zależności od sytuacji.",Mhm. Do zobaczenia tam.,Tak. Do zobaczenia tam.,Tak. Do zobaczenia tam.,"Tłumaczenie tego krótkiego dialogu na język polski brzmi następująco:

""Mhm. Do zobaczenia tam.""

Wyjaśnienie poszczególnych części:
- ""Mhm"" to onomatopeja, która w języku polskim może być oddana jako ""mhmm"", ""tak"", ""aha"" lub po prostu ""mh"". Jest to dźwięk wyrażający potwierdzenie lub zgodę.
- ""See you there"" w tłumaczeniu oznacza ""Do zobaczenia tam"". Jest to zwrot używany na pożegnanie, gdy osoby rozstają się, ale planują spotkać się ponownie w określonym miejscu.",Mhm. Do zobaczenia tam.,0.2040266601084847,0.005011724662824517,0.590730607509613,0.5345167517662048,0.14516175340723655,0.002237979421380123,0.5780037641525269,0.52767413854599,0.0837719298245615,0.0,0.7214632630348206,0.7143959999084473,0.07543859649122815,0.0,0.7231034636497498,0.7464106678962708,0.07543859649122815,0.0,0.7231034636497498,0.7464106678962708,0.1537917549109837,0.0034170206403382566,0.5932164788246155,0.5284896492958069,0.0837719298245615,0.0,0.7214632630348206,0.7143959999084473
"Sorry, just don't believe your little tale.",Nie wierzę w twoją historyjkę.,"""Przepraszam, po prostu nie wierzę w twoją małą opowieść.""","Tłumaczenie tego zdania na język polski brzmi: ""Sorry, po prostu nie wierzę w twoją małą opowieść.""

Wyjaśnienie krok po kroku:

1. ""Sorry"" - to angielskie słowo oznaczające przeprosiny lub wyrażenie żalu. W języku polskim można je przetłumaczyć jako ""przepraszam"" lub ""sorry"".

2. ""just don't believe"" - dosłownie oznacza ""po prostu nie wierzę"", ale w tym kontekście lepiej pasuje ""po prostu nie wierzę w"".

3. ""your little tale"" - dosłownie oznacza ""twoją małą opowieść"". W języku polskim często używa się określenia ""mała historia"" lub ""opowiastka"".

4. Całość zdania zachowuje swój bezpośredni i nieformalny charakter, co jest typowe dla języka potocznego.

Warto zauważyć, że w języku polskim istnieje kilka sposobów wyrażenia podobnej myśli, np.:
- ""Nie wierzę ci""
- ""Nie daję temu wiary""
- ""Nie kupuję tej historii""

Jednak proponowane tłumaczenie najlepiej oddaje oryginalne znaczenie i styl wypowiedzi.","Przepraszam, po prostu nie wierzę w twoją małą opowieść.","""Przepraszam, po prostu nie wierzę w twoją małą opowieść.""","Przepraszam, po prostu nie wierzę w twoją małą opowieść.","Przepraszam, po prostu nie wierzę w twoją małą opowieść.","Przepraszam, po prostu nie wierzę w twoją małą opowieść.",0.48287367134975123,0.11868405219520975,0.790902316570282,0.8884845972061157,0.17639963020163382,0.006543807777099121,0.5909807682037354,0.5819665193557739,0.4866005198618509,0.11868405219520975,0.829434335231781,0.885129988193512,0.48287367134975123,0.11868405219520975,0.790902316570282,0.8884845972061157,0.4866005198618509,0.11868405219520975,0.829434335231781,0.885129988193512,0.4866005198618509,0.11868405219520975,0.829434335231781,0.8851299285888672,0.4866005198618509,0.11868405219520975,0.829434335231781,0.885129988193512
What's this?! Did you undress me?!,"Hola, hola! Rozebrałeś mnie?!","""Co to jest?! Czy mnie rozebrałaś?!""

To tłumaczenie z języka angielskiego na polski. Zwróć uwagę, że w języku polskim wykrzykniki są używane nieco inaczej niż w angielskim - często stawia się je na końcu zdania, a nie wewnątrz niego. W tym przypadku umieściłem wykrzyknik po słowie ""rozbrałaś"", co jest bardziej typowe dla polskiej interpunkcji w takich kontekstach.","Tłumaczenie tego zdania na język polski brzmi:

""Co to?! Rozebrałaś mnie?!""

To wykrzyknienie wyrażające zaskoczenie i ewentualne oburzenie lub niepewność co do sytuacji, w której ktoś został rozebrany przez inną osobę.",Co to jest?! Czy mnie rozebrałaś?!,"""Co to?! Czy rozebrałaś mnie?""",Co to?! Rozebrałaś mnie?!,"Oto tłumaczenie podanego zdania na język polski:

""Co to jest?! Czy mnie rozebrałaś?!""

To wykrzyknienie wyraża zaskoczenie i ewentualny niepokój osoby, która odkrywa, że została rozebrana przez kogoś innego.",Co to?! Rozebrałeś mnie?!,0.1786126048478891,0.0,0.61063551902771,0.5077358484268188,0.31028998820846626,0.0,0.6464999318122864,0.6130366921424866,0.3081290594947817,0.0,0.7830235362052917,0.8656657338142395,0.36388730834383004,0.0,0.7766692042350769,0.8851991295814514,0.4873130249544986,0.08034284189446518,0.8565919399261475,0.9051618576049805,0.21701919181222262,0.0,0.6370339393615723,0.666705846786499,0.6386720624415347,0.16990442448471224,0.8759752511978149,0.9126285314559937
"Get yourself together. If we're to stand a chance, you need to be strong. You need to be a Skelliger.","Weź się w garść. Jeśli mamy mieć jakieś szanse, musisz być silny. Pokaż, że jesteś ze Skellige.","""Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silny. Musisz być Skelligerczykiem.""","""Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silna. Musisz być z Skelligów.""

To tłumaczenie oddaje sens oryginalnego zdania, używając bardziej naturalnych i idiomatycznych zwrotów w języku polskim. Warto zauważyć, że ""być z Skelligów"" odnosi się do pochodzenia lub przynależności do grupy Skelligów, co jest specyficzne dla kontekstu książki ""Wichry wojny"" George'a R.R. Martina.","Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silny. Musisz być ze Skelligera.","""Weź się w garść. Jeśli mamy mieć szansę, musisz być silny. Musisz być ze Skelligera.""","Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silny. Musisz być Skelligrem.","Oto tłumaczenie podanego zdania na język polski:

""Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silny. Musisz być Skelligierem.""

To zdanie jest dosyć bezpośrednie i emocjonalne, zachęcające kogoś do odzyskania siły i pewności siebie w obliczu trudnej sytuacji lub wyzwania. Określenie ""Skelligier"" prawdopodobnie odnosi się do postaci lub grupy ludzi z fikcyjnego świata, sugerując potrzebę przyjęcia określonych cech charakterystycznych dla tej grupy, takich jak odwaga, determinacja czy siła.","Weź się w garść. Jeśli mamy mieć jakąkolwiek szansę, musisz być silna. Musisz być Skelligerką.",0.6423873322347008,0.36067500620312387,0.862311065196991,0.9011996984481812,0.5015490475000869,0.09092617426809145,0.7182873487472534,0.7309521436691284,0.6670910303367461,0.4405136963304348,0.905489981174469,0.8458576202392578,0.6268497552974067,0.3703014567724628,0.8751406669616699,0.8195664882659912,0.6317046781037453,0.43060929782323654,0.8929319977760315,0.9168763160705566,0.4740734161683604,0.0797864889437848,0.7218009829521179,0.792989194393158,0.6220353046945079,0.38757051682614635,0.8823901414871216,0.8354378342628479
"Hmm, I dunno. All those barnacles… and they smell o' fish.","No, nie wiem. Całe w muszlach... I rybą śmierdzą.","""Hmm, nie wiem. Te wszystkie małże... i pachną rybami.""

To tłumaczenie oddaje sens oryginalnego zdania w języku angielskim, zachowując jego potoczny charakter i odniesienie do zapachu oraz obecności małży (barnacles) w kontekście środowiska morskiego lub portowego.","Tłumaczenie tego zdania na język polski brzmi: ""Hmm, nie wiem. Te wszystkie małże... i pachną rybami.""

Warto zauważyć, że to zdanie zawiera kilka elementów charakterystycznych dla języka angielskiego, które mogą być trudne do dokładnego przetłumaczenia na inny język:

1. ""Hmm"" - jest to onomatopeja wyrażająca zamyślenie lub niepewność, która nie ma bezpośredniego odpowiednika w języku polskim.

2. ""I dunno"" - to potoczne wyrażenie oznaczające ""nie wiem"", które również nie ma dokładnego odpowiednika w języku polskim. Czasem można je oddać jako ""Nie mam pojęcia"" lub ""Nie orientuję się"".

3. ""Barnacles"" - dosłownie oznacza ""skorupiaki"", ale w tym kontekście odnosi się do małży, które są przyczepione do skał i statków. W języku polskim używamy słowa ""małże"".

4. ""Smell o' fish"" - to potoczne określenie zapachu ryb. W języku polskim powiemy raczej ""pachnie rybami"" lub ""mają zapach ryb"".

Ogólnie rzecz biorąc, tłumaczenie to stara się oddać sens oryginalnego zdania, jednocześnie dostosowując je do norm językowych i kulturowych języka polskiego.","Hmm, nie wiem. Te wszystkie małże... i pachną rybami.","""Hmm, nie wiem. Te wszystkie pąkle... i śmierdzą rybami.""","Hmm, nie wiem. Te wszystkie skorupiaki... i śmierdzą rybami.","Oto tłumaczenie tego zdania na język polski:

""Hmm, nie wiem. Te wszystkie małże... i tak śmierdzą rybami.""

To tłumaczenie zachowuje sens oryginalnego zdania, oddając jego potoczny charakter i odniesienie do zapachu małży. Warto zauważyć, że ""barnacles"" (małże) zostało przetłumaczone jako ""małże"", co jest najbliższym odpowiednikiem w języku polskim. Dodatkowo, fraza ""smell o' fish"" została przełożona jako ""śmierdzą rybami"", co dokładnie oddaje znaczenie oryginału.","Hmm, nie wiem. Te wszystkie skorupiaki... i śmierdzą rybami.",0.23573568909087791,0.012069505116436093,0.6675986647605896,0.6451615691184998,0.12253763488922438,0.002693786683167566,0.5903748273849487,0.5508853793144226,0.3080952944872797,0.050712153369465586,0.8071485757827759,0.7516534924507141,0.3948263879561174,0.050712153369465586,0.7978290319442749,0.8667819499969482,0.3958485608349953,0.050712153369465586,0.8273947834968567,0.8143042922019958,0.23292219063444056,0.006768259205084418,0.6362938284873962,0.5348725914955139,0.3958485608349953,0.050712153369465586,0.8273947834968567,0.8143042922019958
Don't exaggerate. It's just--,"Nie przesadzaj, to przecież tylko...","""Nie przesadzaj. To po prostu...""

To tłumaczenie odzwierciedla oryginalne zdanie w języku angielskim, zachowując jego znaczenie i strukturę gramatyczną. Warto zauważyć, że to zdanie jest niekompletne, ponieważ brakuje mu dalszej części, która mogłaby wyjaśnić, co dokładnie mówca chce powiedzieć. Jednak tłumaczenie samego początku zdania daje pełny sens w języku polskim.",Nie przesadzaj. To po prostu --,Nie przesadzaj. To po prostu--,"""Nie przesadzaj. To po prostu--""",Nie przesadzaj. To po prostu--,"""Nie przesadzaj. To po prostu--""

To zdanie w języku angielskim jest niepełne i wydaje się być częścią dłuższej wypowiedzi, która została przerwana lub urwana. W języku polskim tłumaczenie będzie brzmiało podobnie:

""Nie przesadzaj. To po prostu--""

Warto zauważyć, że to zdanie może być użyte jako początek dłuższej rozmowy lub wyjaśnienia, które nie zostało tutaj przedstawione w całości.",Nie przesadzaj. To po prostu--,0.2665020902595497,0.00366753025392797,0.6743603944778442,0.5557137131690979,0.4095658758113638,0.040824829046386304,0.8149694800376892,0.8756049275398254,0.4095658758113638,0.05372849659117709,0.8149694800376892,0.8827332854270935,0.4067794589884723,0.0,0.8001440763473511,0.8820363879203796,0.4095658758113638,0.05372849659117709,0.8149694800376892,0.8827332854270935,0.2630514117709133,0.0032047574588556275,0.6450362205505371,0.6015850901603699,0.4095658758113638,0.05372849659117709,0.8149694800376892,0.8827332854270935
