;meta[language=pl]
; id      |key(hex)|key(str)| text
    558987|00000000||Może bym i uwierzył, że Cerys się nadaje na królową, gdyby sama czegoś dokonała.
    558994|00000000||Ponoć gdyby nie ten wiedźmin, nie wróciłaby żywa ze Spikeroog.
    558996|00000000||I może tak byłoby dla niej lepiej...
    558998|00000000||Może bym i uwierzył, że Hjalmar nadaje się na króla, gdyby sam tego giganta ubił.
    559000|00000000||Ponoć gdyby nie ten wiedźmin, ten smarkacz nie wróciłby żywy z Undvik.
    559002|00000000||I może tak byłoby dla niego lepiej...
    558427|00000000||Patrzcie, wrócił pachołek Craite’ów!
    558428|00000000||Gdyby Crach nie wyręczał się obcymi, dałoby się z nim jakoś dogadać.
    555189|00000000||Przynajmniej wiemy, gdzie ich szukać.
    555191|00000000||Mhm. Chodź za mną... I miej się na baczności.
    555186|00000000||Przynajmniej wiemy, gdzie ich szukać.
    555187|00000000||Czego możemy się spodziewać?
    555195|00000000||Czego możemy się spodziewać?
    555201|00000000||Jeśli wierzyć księgom... Prawa natury przestaną obowiązywać. Ciążenie, czas... Całe Undvik stanie na głowie.
    556036|00000000||Chyba trochę dramatyzujesz.
    556038|00000000||Nie. Ani trochę.
   1076947|00000000||Zaczyna się Koniunkcja Sfer. Światy się przenikają. Avallac'h może sprowadzić tu elfy Aen Elle... Albo coś gorszego.
    554522|00000000||Gdzie jest Ciri?
    554524|00000000||Jak to... Myślałam, że ty wiesz.
    554526|00000000||Wiem tylko tyle, że Avallac’h mógł nas zdradzić.
    555181|00000000||Co jest? Idzie sztorm?
    555183|00000000||Geralt... Patrz!
   1062109|00000000||Co... Co się dzieje?!
   1062111|00000000||Samej ciężko mi w to uwierzyć, ale...
    554268|00000000||Wrota między światami zostały otwarte.
   1076944|00000000||Musimy dotrzeć do tej wieży i powstrzymać Avallac'ha... Póki to się jeszcze da odwrócić.
    555197|00000000||Magicznych anomalii trzeciego stopnia.
    555199|00000000||Konkrety, Yen. Konkrety.
    350496|43078142||Wojownik
    558389|00000000||{Ess onderorde aep prionnsa var Attre?} [Służyłeś już pod księciem var Attre?]
    558390|00000000||{Mhm. Aen peanasa triall aep Angra yn hwre, aep oostcòmhrag.} [Mhm. Na ekspedycji karnej w Angrze i teraz, na froncie wschodnim.]
    559010|00000000||{Esse erkene?} [Zna się?]
