;meta[language=pl]
; id      |key(hex)|key(str)| text
   1062611|00000000||Witajcie...
   1062613|00000000||Wiedźmin! Wy w sprawie ogłoszenia o studni?
   1062615|00000000||Studni? Pierwsze słyszę... A co, macie z nią jakiś kłopot?
   1029705|00000000||I jak, panie wiedźminie? Zajmiecie się tym duchem? Moja Luba... Nie polepsza jej się.
   1029177|00000000||Dobrze, pomogę ci. Gdzie jest ta studnia?
   1029178|00000000||W Chaczach. To taka osada była, na południe stąd, na wzgórzu. Nikt tam nie zachodzi, bo wiecie, duch... Przepędźcie go. Proszę.
   1029175|00000000||Pomogę ci.
   1057919|00000000||Opisz mi tego ducha.
   1057921|00000000||No... Bardzo jest straszny. Bardzo.
   1057923|00000000||Chodzi mi o jego wygląd.
   1057925|00000000||Przypomina jakby kobietę... Ale taką, co właśnie z grobu wstała. Suknię ma brudną, w strzępach, skóra płatami schodzi jej z kości. A wyje... Jak na mękach.
   1057927|00000000||Jakaś zjawa... Albo może alp.
   1057929|00000000||Jakby go nie zwali, mistrzu – jak się nim nie zajmiecie, przyjdzie mi córę pogrzebać.
   1057898|00000000||Opisz mi tego ducha.
   1057899|00000000||Przykro mi. Nie mogę ci teraz pomóc.
   1029179|00000000||Poważna sprawa... Od ręki tego nie załatwię. Wrócę, jak będę miał czas.
   1029176|00000000||Wrócę, jak będę miał czas.
   1057897|00000000||Porozmawiajmy o nagrodzie.
   1057931|00000000||Współczuję... Ale interes to interes. Więc pomówmy o pieniądzach.
   1058419|00000000||A co nie tak z pieniędzmi?
   1071280|00000000||Takiej sumy to ja na oczy nie widziałem!
   1071282|00000000||Zejdźcie jeszcze trochę z ceny, to się dogadamy.
   1071286|00000000||Wolne żarty, mistrzu wiedźminie. Wstyd tak drwić z biednego człowieka.
   1071284|00000000||No i dogadaliśmy się.
   1029182|00000000||Ano, mamy. Straszy tam. Od dobrych dwudziestu lat.
   1029274|00000000||Dwudziestu...? To czemu akurat teraz dajesz zlecenie?
