;meta[language=en]
; id      |key(hex)|key(str)| text
    170811|72cb8ee5||Drowner
    581146|00000000||Aaaaaa!
    581147|00000000||Mercy!
   1061012|00000000||Unbind me! Quick!
    581145|00000000||Help!
    581222|00000000||Thank you…
    584339|00000000||Wounds need a look?
    581225|00000000||I'll manage now.
    584342|00000000||Hunters could come back…
    584344|00000000||I'll not wait round for them.
    584346|00000000||Good luck.
    584348|00000000||I could use it.
    584658|00000000||Retreat? We have not lost the war.
    584660|00000000||Quiet.
    584662|00000000||The whole North we had on a platter. What happened?
    584712|00000000||Silence, or they will throw the book at you for sedition.
    580688|00000000||The Redanians will be here shortly.
    577580|00000000||The decision must be taken now. If the emperor refuses, someone else must do it.
    577582|00000000||How dare you?!
    577589|00000000||His Majesty would have been a cold corpse if my men hadn't stopped the assassin last night.
    577591|00000000||And you believe that gives you the right to be arrogant?
    577593|00000000||What I believe is that another attempt is imminent, and I can't be sure we'll be able to stop it.
    577597|00000000||What of Novigrad's hierarch?
    577599|00000000||What of him?
    577613|00000000||Will he get his well-earned rest or be sent straight to Darn Ruach?
    577615|00000000||At his age, the journey would be ill advised. And costly.
    577617|00000000||Mhm.
   1068673|00000000||All right. Let's go.
    578175|00000000||Who taught you that?
    553330|00000000||Vesemir. A long time ago.
    562382|00000000||How long?
    553331|00000000||Very. Back when I wanted to call myself Geralt Roger Eric du Haute-Bellegarcie.
    572394|00000000||What? Hahahah.
    578177|00000000||Tell you about it tonight.
   1068675|00000000||And about the time you broke your leg, after wagering you'd jump off the roof of Kaer Morhen and land a horse's back?
   1068677|00000000||Hm, how do you even know about that?
   1068679|00000000||Eskel told me. But I want to hear you tell it. I'm certain you have a rational explanation.
    584083|00000000||Fresh trail… Medallion's vibrating. Maybe I should try…
    172329|52a3f146||Peasant
    577437|00000000||She's sufferin'…
    577438|00000000||An ol' she-wolf…
    578820|00000000||Still fightin'.
    578821|00000000||Knows she's dyin'.
   1030982|d9a6387b||Temerian Soldier
   1051892|00000000||Footprints. A dwarf's…
    579138|00000000||Someone's waiting for me.
    579129|00000000||Someone's waiting for me.
    579130|00000000||Triss Merigold? Fear not - I do not intend to have her pursued.
    579126|00000000||Yennefer needs me. I can't abandon her.
    579127|00000000||I understand.
    579897|00000000||None of your business.
    579901|00000000||That's none of your business. Not anymore.
    580118|00000000||Hmmm.
    579142|00000000||You weren't a good father…
    579144|00000000||You weren't a good father. Ciri saw you as a threat.
    580462|00000000||Even if she'd asked me to tell you something, I doubt you'd have liked to hear those words.
    579145|00000000||Understood.
    579143|00000000||Didn't talk about you.
    579148|00000000||We didn't talk about you.
    580471|00000000||I see.
    579135|00000000||If there's nothing else…
    577341|00000000||There is. But you may go.
    579136|00000000||Witcher. I do not wish to see you. Ever again.
    579146|00000000||She regretted not getting a chance to say goodbye.
    579147|00000000||Did she tell you this, really?
    580421|00000000||Didn't have to. She wanted to make peace, I know that.
    579141|00000000||Regretted not being able to say goodbye.
    579140|00000000||Did Cirilla say… Did she ask you to convey anything?
    579123|00000000||Plenty of work for witchers after a war. I'll travel east, maybe north…
    579137|00000000||Got post-war work to do.
    576114|00000000||Where is the body?
    576122|00000000||I doubt it'll ever be found.
    577275|00000000||Who else knows?
    577277|00000000||Avallac'h, elven Sage… But I doubt you'll find him, either.
    579115|00000000||And Yennefer?
    576167|00000000||She's decided to stay in the North. Provided you don't object.
    579116|00000000||I don't. And you?
    573735|00000000||Speak.
    575807|00000000||Ciri is dead.
    575833|00000000||How did it happen?
    576006|00000000||The White Cold… You're familiar with the prophecy? Ciri tried to stop it. She did, but paid the ultimate price.
   1058925|00000000||Enough.
    582651|00000000||Dwarves are hiding in the bushes.
    582644|00000000||The dwarves - out with it.
    583360|00000000||Dwarves?
    583362|00000000||I don't have time for your games. The Commandant will have his stolen chalice back.
    583364|00000000||The thieves - where are they? Tell me, or I'll...
    582653|00000000||No dwarves here.
    582638|00000000||No dwarves here.
    582645|00000000||Where are the dwarves?
    583424|00000000||Dwarves?
    583425|00000000||Do not play games with me, witcher. They are thieves, they stole Lord Dagborg's golden chalice.
    583437|00000000||Dagborg? Who's that?
    583438|00000000||The new governor of these lands.
    583442|00000000||The chalice must be found. Tell us what you know, or you will force us to extract it.
    582654|00000000||I knew it! Eternal Fire reward you. Get them!
    583472|00000000||I can't believe it! Bloody whoreson witcher!
    582656|00000000||Thanks, witcher. Get them!
    582655|00000000||Thank you, witcher. Get them!
    582641|00000000||Dwarves are in the bushes.
    583340|00000000||That a threat?
    583336|00000000||You threatening me?
    583366|00000000||The witcher will not cooperate. Take him.
    583358|00000000||You threatening me?
    583445|00000000||I see you'll not respond to courtesy.
    583447|00000000||Grab him!
    583348|00000000||Don't like your tone, mutant. Will you force me to teach you respect for those who serve the Eternal Fire?
    583350|00000000||Give it a shot.
    583439|00000000||You threatening me?
    582642|00000000||No dwarves here.
    582661|00000000||Will you insist this is your camp? Five cups, five saddles? All yours?
    583410|00000000||Been tracking these dwarves for a while. About two days ahead of me now. Abandoned this camp in a hurry, something must've scared them.
    583413|00000000||Why do you follow them?
    583415|00000000||They stole from me.
    583417|00000000||Clever little bastards to steal from a witcher…
    583419|00000000||We must go. Should you catch them… well, never mind. We march tomorrow.
    582662|00000000||You mean to tell me this is your camp? Five tankards, five saddles - all yours?
    583450|00000000||Been tracking these dwarves for a while. About two days ahead of me now. Abandoned this camp in a hurry, something must've scared them.
    583452|00000000||Why do you trail them?
    583454|00000000||Stole from me, too.
    583456|00000000||Stole from a witcher… cunning midgets.
    583458|00000000||We'll move on. Catch them yet.
    583421|00000000||Mean to say this is your camp? Five tankards, five saddles - all yours?
    582660|00000000||Been tracking these dwarves for a while. About two days ahead of me now. They abandoned this camp in a hurry, something must've scared them.
    583344|00000000||Hm…
    583346|00000000||Could be they heard about Reverend Michelis' ire.
    583407|00000000||Let's go. And you, mutant - better not get in our way.
    582640|00000000||No dwarves here.
    582639|00000000||Dwarves are in the bushes.
    582637|00000000||Dwarves are in the bushes.
    583321|00000000||Reverend Michelis? Who's that?
    583323|00000000||Who's this Reverend Michelis?
    583325|00000000||A traveling preacher, a saintly man anointed by the hierarch himself. He's purged thousands of souls already.
    583327|00000000||By, uh, "purging" you mean the cleansing fire of the stake?
    583329|00000000||Mheh. You know of another way?
    582643|00000000||The dwarves - where are they?
    583297|00000000||Dwarves?
    583299|00000000||Don't feign ignorance. We've been after them since yesterday, after they stole the Reverend Michelis' golden chalice.
    583300|00000000||Anyone aiding criminals will be subject to punishment by the Holy Tribunal of the Eternal Fire.
    170734|00017dcc||Boy
   1061202|7baad1c6||Temerian Soldier
    583647|00000000||A witcher's silver sword…
    583648|00000000||Like it?
    583649|00000000||It's beautiful. May I?
    583650|00000000||Not here. You'll have ample opportunity soon enough, witcher.
    583651|00000000||What's this inscription?
    583652|00000000||An old witchers' motto. Had a sword like this once myself. But this one's better… much better.
   1077577|00000000||Let's try it out, then.
    583641|00000000||A witcher's sword… Swallow.
    583642|00000000||Oooooo.
    583643|00000000||Beautiful. May I?
    583644|00000000||Not here. You'll have ample opportunity soon enough, witcher.
    575132|00000000||Is it done?
    575133|00000000||Yes.
    576809|00000000||Did he believe you?
    576811|00000000||I have no idea.
    576799|00000000||For the cockatrice. And we've a new contract. It won't pay much, but I think it worth the toil.
    576801|00000000||You've been busy.
    583639|00000000||It's yours.
    579151|00000000||Triss awaits in Ellander.
    579152|00000000||We can meet her in two days if we hurry.
    579149|00000000||Yen awaits in Ellander.
    579150|00000000||We can meet her in two days if we hurry.
   1077618|00000000||The Path awaits. Come on.
    579054|00000000||Slandering servants of the Eternal Fire and his majesty, was he?
    579055|00000000||And how!
    574781|00000000||My brother-in-law's hidin' Nilfgaardian spies.
    582006|00000000||Hmmm…
    582008|00000000||Just don't tell my sister I told you, right?
    582010|00000000||Sister's clearly involved. We'll take her in, too.
    582015|00000000||We'll need to confirm your allegation.
    582025|00000000||Aye, yep, aye.
    582027|00000000||We know which house it is. You may go.
    582029|00000000||Hm, see I heard 'em make mention… that there's some award for information… some coin…
    582031|00000000||You heard wrong. The mention was of new taxes.
    574783|00000000||I know what I saw. She spent the whole winter cavorting with them Nilfgaardians.
    582046|00000000||Ciril saw it, too. Go on, tell them Ciril.
    582043|00000000||Mhm.
    582072|00000000||Did she worship Nilfgaardian idols, their deities?
    582074|00000000||How would I know? I'm a decent woman.
    582076|00000000||She ought to tell you herself. She will if you poke her with hot irons.
    582047|00000000||The Nilfgaardians are gone.
    582051|00000000||But she's stayed! We should birch her out of here!
    579073|00000000||He's not on the list. What did he do? Exactly.
    579075|00000000||He cozied up to 'em! Worked with 'em! Plotted! Schemed! Against the king!
    579083|00000000||Pelko Sambor, aged fifty, two children, a rye field, and one goat.
    579084|00000000||Do what you will. I'm just sayin'.
    579046|00000000||Twas like I said. He was workin' with the Black Ones. Tpff!
    575034|00000000||Over here, sir! That's him!
    575055|00000000||You lost your mind?
    575023|00000000||I knew 'em right away to be Nilfgaardians! Spies, I mean. He's hid them a week now.
    575025|00000000||You sure?
    575026|00000000||Oh, aye - Skaro's always been a fox. Ploughed up my furrow, once, the thief. I'll show him to you, show you his home. C'mon!
    577991|00000000||Come on. Show you something.
    572153|00000000||What do you have on offer?
    572421|00000000||So long.
    572154|00000000||Farewell.
    572152|00000000||What did we have yesterday?
    572155|00000000||What was that stuff we drank yesterday? After the charred oak spirit?
    572156|00000000||Me very own thrice-distilled plum brandy. Everyone's talkin' on it, though I tapped the barrel just recent.
    572644|00000000||Likely to get more patrons now.
    572647|00000000||Truth be told, got me hands full with you lot. But, aye, place'll likely fill up more come evenin'.
    572862|00000000||I cannot work out why the old inn wife abandoned this tavern and moved to Rustone.
    572151|00000000||Sadly, all out of curdled milk… if your head's swimmin', that is.
    577752|00000000||Hmm.
    577753|00000000||Bad luck.
    577751|00000000||Old tracks, but…
   1044165|002e13b4||Bear
    575125|00000000||You just invent this count bit? Quite the imagination for one who's sober.
    575503|00000000||Geralt'll vouch for me. Tell him - I've always said I'm a count.
    575505|00000000||True. You have always said so.
