;meta[language=en]
; id      |key(hex)|key(str)| text
   1047830|069826f1||Rock Troll
    515699|00000000||Shhh.
    515698|00000000||So, Yennefer found a volunteer to walk around with that chirping stick after all.
   1040320|00000000||Got the reward I promised you… Mahakaman spirit.
   1040322|00000000||Hah! Lambert claimed you'd forget. Thanks, brother.
   1040324|00000000||Did everything to deserve it. Well, Scorpion did. But I'm not about to ply your horse with vodka.
   1040308|00000000||Got your reward - Mahakaman spirit.
    459889|00000000||See you.
    335356|00000000||So long.
    335354|00000000||Any interesting contracts lately?
    459875|00000000||Happen on any interesting contracts lately?
    459877|00000000||Er, not lately. But about half a year back I slew a manticore in Creyden, in a forest. Quick son of a bitch, that one.
   1020887|00000000||Jumped out of the undergrowth so fast my medallion didn't have time to give me so much as one twitch. Won't show you the scar – too big a boy for that.
   1020894|00000000||Get a nice sum at least?
   1020904|00000000||Huh, not one copper. Showed the beast's head to the elder in the nearest village. He swore on all the gods it was the first he'd heard of the monster.
   1020911|00000000||What about you?
   1020912|00000000||Besides the griffin, same ol', same ol' – nekkers, ghouls, drowners… Haven't seen a manticore in… must be a year, now.
    459879|00000000||Eskel.
    459881|00000000||Hm?
    528719|00000000||Well, well… Lovebirds decided to join us. Enjoy yourselves?
    528721|00000000||You heard the answer to that question, Lambert… Besides, not our business.
    528717|00000000||So? Head Sorceress box your ears again?
    528777|00000000||You could say that.
    519808|00000000||Uh, Yen, we don't have glasses. You all right drinkin' from a mug?
    519810|00000000||I'd drink from an old boot tonight.
    524833|00000000||Urghgh… Perhaps instead of getting crocked in deep glum, we could do some catching up?
    524830|00000000||Where've you been, Lambert?
   1075416|00000000||What've you been up to, Lambert? Any interesting contracts before you set off in search of Karadin?
    446990|00000000||What've you been up to, Lambert? On your way west last time I saw you.
    447029|00000000||Uh, yeah. Contract in Lan Exeter. Not to boast, but a pretty lucrative one.
    447045|00000000||Yeah, Kovir's where the gold's to be made. Know how much they pay there for a drowner?
    519912|00000000||Shush, I'm talking now. So this giant was giving 'em trouble. Attacking convoys, dragging folk off into the swamps…
    519915|00000000||…and relieving himself on the highway, rendering it dreadfully slippery. You've built enough suspense, get to the point.
    519951|00000000||Fine. Turned out it wasn't a giant, just a fat forest troll. And a group of bandits were ambushing the convoys.
    519953|00000000||What did you do?
    519955|00000000||Killed the bandits to keep the roads safe. Then I killed the troll. Needed its, uh, head to collect the bounty.
    519959|00000000||Could've spared the troll…
    519961|00000000||Pff. To eat roots and sleep in roadside ditches? I needed the coin. And not a soul mourned that troll's passing.
    519963|00000000||Let's raise a mug to his memory - the least we can do.
    519957|00000000||Might've spared the troll.
    519956|00000000||Pragmatic, as ever.
    519965|00000000||Pragmatic as ever…
    519967|00000000||You could stand to show some of Lambert's expediency, set ideals like justice for trolls aside, keep yourself out of poverty instead.
    519969|00000000||Knew the sorceress would see it my way.
   1067898|00000000||Eskel, fess up. How'd you get that katakan?
   1067900|00000000||Eskel, that katakan we cut up together - tell us how you nabbed him.
   1067902|00000000||A katakan?
    446988|00000000||Eskel, care to share?
    447071|00000000||Where'd you go while you were away, Eskel?
    447073|00000000||Aldersberg. Hunted a higher vampire.
    447075|00000000||Oh-ho-ho… Dangerous whoresons, those.
    447077|00000000||Finicky, too. Specimen in question only went for young women from the upper classes.
    447079|00000000||That's like me.
    519972|00000000||We've no interest in your fantasies, Lambert. Whereas the vampire… even I'm curious to know how you managed.
